A8,B8,C8,D8,E8,F8,G8,H8,A7,B7,C7,D7,E7,F7,G7,H7,A6,B6,C6,D6,E6,F6,G6,H6,A5,B5,C5,D5,E5,F5,G5,H5,A4,B4,C4,D4,E4,F4,G4,H4,A3,B3,C3,D3,E3,F3,G3,H3,A2,B2,C2,D2,E2,F2,G2,H2,A1,B1,C1,D1,E1,F1,G1,H1,Active Player,White Kingside Castling Right,White Queenside Castling Right,Black Kingside Castling Right,Black Queenside Castling Right,En passant Target,Halfmove Clock,Fullmove Number,Who is winning
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.9090909090909091,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.375,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,1.0,0.5,0.6,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.8333333333333334,0.8571428571428571,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,0.5,0.5555555555555556,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.4444444444444444,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.02912621359223301,0.018796992481203006,0.9931368136813682
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.9090909090909091,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.375,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,1.0,0.5,0.6,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,0.5,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.4444444444444444,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.022556390977443608,0.9936993699369937
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.375,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,1.0,0.5,0.6,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,0.5,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.4444444444444444,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.009708737864077669,0.022556390977443608,0.993024302430243
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.375,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,1.0,0.5,0.6,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.4444444444444444,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,0.5,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.0,0.019417475728155338,0.02631578947368421,0.9927992799279928
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.375,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.5,0.6,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,1.0,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,0.5,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.02631578947368421,0.9924617461746175
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.375,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.5,0.6,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.03007518796992481,0.9921242124212422
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.25,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,1.0,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.5,0.6,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.03007518796992481,0.9923492349234924
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.25,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,1.0,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.5,1.0,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.4444444444444444,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.0,0.009708737864077669,0.03383458646616541,0.9922367236723673
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.25,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,1.0,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.5,1.0,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.4444444444444444,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.03383458646616541,0.9895364536453646
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.25,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,1.0,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.5,1.0,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.0,0.009708737864077669,0.03759398496240601,0.991899189918992
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.25,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.75,1.0,0.8571428571428571,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.03759398496240601,0.993024302430243
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.25,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.6363636363636364,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.75,1.0,0.42857142857142855,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.041353383458646614,0.9932493249324933
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.25,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.45454545454545453,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.75,1.0,1.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,0.8333333333333334,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.041353383458646614,0.9923492349234924
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.25,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.45454545454545453,0.14285714285714285,0.45454545454545453,1.0,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.75,1.0,0.5714285714285714,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,1.0,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.045112781954887216,0.9913366336633663
0.8181818181818182,0.45454545454545453,0.7272727272727273,0.45454545454545453,1.0,0.625,0.45454545454545453,0.8181818181818182,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.25,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.875,0.5555555555555556,0.75,0.8333333333333334,0.45454545454545453,0.45454545454545453,0.14285714285714285,0.45454545454545453,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.45454545454545453,0.0,0.3333333333333333,0.45454545454545453,0.625,0.625,0.75,1.0,0.5714285714285714,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.8333333333333334,0.5555555555555556,0.3333333333333333,1.0,0.7142857142857143,0.6666666666666666,1.0,0.0,0.45454545454545453,0.8333333333333334,0.8571428571428571,1.0,0.6666666666666666,0.45454545454545453,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,0.0,1.0,0.125,0.0,1.0,1.0,1.0,1.0,0.375,0.0,0.045112781954887216,0.9879612961296129
